Nem;Stílus;Csoport;Gyakorlat;Súlycsoport;Név;Egyesület;Születési év;Testsúly;Eredmény;Dátum;Helyszín;Verseny
Női;RAW;Open;Fekvenyomás;-57kg;Salamon Erika;Tabi Fitness Klub SE;1974;56,10;100,5;2019.09.14;Sárbogárd;Masters RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Fekvenyomás;-63kg;Rozsnyai-Kovács Aletta;Vasdisznó Erőemelő SE;1999;62,66;120,0;2021.09.27;Halmstad (SWE);Junior Raw Erőemelő Világbajnokság
Női;RAW;Open;Fekvenyomás;-69kg;Sallai Eszter;PowerBuilder SE;2001;68,40;97,5;2021.05.29;Budapest;Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Fekvenyomás;-76kg;alaprekord;;;;95,0;2021.04.11;;
Női;RAW;Open;Fekvenyomás;-84kg;Juhász Anna Csilla;MAFC;1996;82,30;100,0;2020.10.24;Budapest;Erőemelő MEFOB
Női;RAW;Open;Fekvenyomás;84+kg;Dr. Lombosi Melinda;RKA Erőművek SE;1978;136,55;143,0;2018.11.24-12.02;Kaunas (LTU);RAW Erőemelő Európa Bajnokság
Női;RAW;Open;Felhúzás;-47kg;Fehér Olívia;Sirius Lifting SE;1991;45,70;140,5;2021.05.29;Budapest;Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Felhúzás;-52kg;Petróczki Magdolna;Body Power;1968;51,59;165,0;2015.06.05-14;Salo (FIN);RAW Erőemelő Világbajnokság
Női;RAW;Open;Felhúzás;-57kg;Szántó Erika;RKA Erőművek SE;1977;55,86;162,5;2015.03.21-28;Pilsen (CZE);RAW Erőemelő Európa Bajnokság
Női;RAW;Open;Felhúzás;-63kg;Rozsnyai-Kovács Aletta;PowerBuilder SE;1999;62,66;180,0;2021.09.27;Halmstad (SWE);Junior Raw Erőemelő Világbajnokság
Női;RAW;Open;Felhúzás;-69kg;Sallai Eszter;PowerBuilder SE;2001;68,40;180,0;2021.05.29;Budapest;Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Felhúzás;-76kg;Tóth Enikő;Erőtér SE;1998;74,30;187,5;2021.05.29;Budapest;Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Open;Felhúzás;-84kg;Bak Szilvia;Fortius SE;1971;82,95;175,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Open;Felhúzás;84+kg;Köteles Mária;DEO Szeged;1992;144,01;200,0;2015.06.05-14;Salo (FIN);RAW Erőemelő Világbajnokság
Női;RAW;Ifjúsági;Összetett;-43kg;Paranai Laura;Encsi Diáksport Egyesület;2003;42,65;165,0;2018.11.25-26;Kisbér;Ifi Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Összetett;-47kg;Láposi Noémi;KeletEreje Nyíregyháza;1998;46,50;162,5;2016.04.30;Tab;Ifi Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Összetett;-52kg;Fehér Krisztina;Vitalitás SE;2001;47,80;155,0;2019.06.22;Ászár;Ifi RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Összetett;-57kg;Erdelecz Evelin;Barcsi VSE;1997;56,40;262,5;2015.05-03;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Összetett;-63kg;Vass Angéla Viktória;Hajdúszoboszlói BSE;2000;61,75;302,5;2017.11.25-26;Kisbér;Ifi Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Összetett;-69kg;alaprekord;;;;300,0;2021.04.11;;
Női;RAW;Ifjúsági;Összetett;-76kg;alaprekord;;;;350,0;2021.04.11;;
Női;RAW;Ifjúsági;Összetett;-84kg;Haklik Dorottya;Orosházi Toldi SE;1996;83,55;357,5;2014.05.16-18;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Összetett;84+kg;Vajda Fanni;RKA Erőművek SE;1997;106,75;405,0;2015.05.03;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Guggolás;-43kg;Paranai Laura;Encsi Diáksport Egyesület;2003;42,65;57,5;2018.11.25-26;Kisbér;Ifi Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Guggolás;-47kg;Láposi Noémi;KeletEreje Nyíregyháza;1998;46,50;60,0;2016.04.30;Tab;Ifi Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Guggolás;-52kg;Fehér Krisztina;Vitalitás SE;2001;47,80;55,0;2019.06.22;Ászár;Ifi RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Guggolás;-57kg;Erdelecz Evelin;Barcsi VSE;1997;56,40;87,5;2015.05-03;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Guggolás;-63kg;Vass Angéla Viktória;Hajdúszoboszlói BSE;2000;61,75;115,0;2017.11.25-26;Kisbér;Ifi Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Guggolás;-69kg;alaprekord;;;;115,0;2021.04.11;;
Női;RAW;Ifjúsági;Guggolás;-76kg;alaprekord;;;;125,0;2021.04.11;;
Női;RAW;Ifjúsági;Guggolás;-84kg;Gaál Kinga;RKA Erőművek SE;2000;81,70;132,5;2018.11.24-12.02;Kaunas (LTU);Ifi RAW Erőemelő Európa Bajnokság
Női;RAW;Ifjúsági;Guggolás;84+kg;Vajda Fanni;RKA Erőművek SE;1997;109,03;167,5;2015.05.03;Madrid (ESP);Arnold Classic Europe
Női;RAW;Ifjúsági;Fekvenyomás;-43kg;Paranai Laura;Encsi Diáksport Egyesület;2003;42,65;35,0;2018.11.25-26;Kisbér;Ifi Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Fekvenyomás;-47kg;Vass Tünde;Barcsi VSE;1998;46,90;30,0;2015.05.03;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Fekvenyomás;-52kg;Bauer Laura;Encsi Diáksport SE;2002;48,80;32,5;2017.11.25-26;Kisbér;Ifi RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Fekvenyomás;-57kg;Erdelecz Evelin;Barcsi VSE;1997;56,40;60,0;2015.05.03;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Fekvenyomás;-63kg;Budai Gvendolin;Nagytétényi SE;2001;61,60;67,5;2019.04.07;Székesfehérvár;II.o. Ifi RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Fekvenyomás;-69kg;Gyöngyösi Adél;PowerBuilder SE;2005;68,60;70,0;2021.05.29;Budapest;Ifi Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Fekvenyomás;-76kg;alaprekord;;;;70,0;2021.04.11;;
Női;RAW;Ifjúsági;Fekvenyomás;-84kg;Haklik Dorottya;Orosházi Toldi SE;1996;83,55;75,0;2014.05.16-18;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Fekvenyomás;84+kg;Vajda Fanni;RKA Erőművek SE;1997;109,03;92,5;2015.09.26;Madrid (ESP);Arnold Classic Europe
Női;RAW;Ifjúsági;Felhúzás;-43kg;Paranai Laura;Encsi Diáksport Egyesület;2003;40,65;67,5;2017.04.30;Budapest;Ifi Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Felhúzás;-47kg;Láposi Noémi;KeletEreje Nyíregyháza;1998;46,50;75,0;2016.04-30;Tab;Ifi Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Felhúzás;-52kg;Hajnal Petra;RKA Erőművek SE;1995;48,40;70,0;2013.09.14;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Felhúzás;-57kg;Erdelecz Evelin;Barcsi VSE;1997;56,40;115,0;2015.05.03;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Felhúzás;-63kg;Kirilla Szilvia;Famílya SC;1993;60,35;140,0;2012.03.31;Tab;Ifi Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Felhúzás;-69kg;alaprekord;;;;135,0;2021.04.11;;
Női;RAW;Ifjúsági;Felhúzás;-76kg;alaprekord;;;;145,0;2021.04.11;;
Női;RAW;Ifjúsági;Felhúzás;-84kg;Haklik Dorottya;Orosházi Toldi SE;1996;83,55;152,5;2014.05.16-18;Tab;Ifi RAW Erőemelő Magyar Bajnokság
Női;RAW;Ifjúsági;Felhúzás;84+kg;Vajda Fanni;RKA Erőművek SE;1997;109,03;175,0;2015.09.26;Madrid (ESP);Arnold Classic Europe
Női;RAW;Junior;Összetett;-43kg;Paranai Laura;Encsi Diáksport Egyesület;2003;42,65;165,0;2018.11.25-26;Kisbér;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Összetett;-47kg;Draxler Ágnes;Hagyma Gym ZSE;1995;45,05;215,0;2018.10.06;Orosháza;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Összetett;-52kg;Csatlós Klaudia;RKA Erőművek SE;1990;50,85;287,5;2013.09.14;Tab;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Összetett;-57kg;Divják Janka;Kaposvári Cross-Forma;1998;55,70;310,0;2019.04.07;Székesfehérvár;II.o. Junior RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Összetett;-63kg;Rozsnyai-Kovács Aletta;PowerBuilder SE;1999;62,66;462,5;2021.09.27;Halmstad (SWE);Junior Raw Erőemelő Világbajnokság
Női;RAW;Junior;Összetett;-69kg;Sallai Eszter;PowerBuilder SE;2001;68,40;437,5;2021.05.29;Budapest;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Összetett;-76kg;Tóth Enikő;Erőtér SE;1998;74,30;423,0;2021.05.29;Budapest;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Összetett;-84kg;Bilicz Laura;PowerBuilder SE;1997;78,80;425,0;2019.11.29-12.08;Kaunas (LTU);Junior RAW Erőemelő Európa Bajnokság
Női;RAW;Junior;Összetett;84+kg;Köteles Mária;DEO Szeged;1992;144,01;522,5;2015.06.05-14;Salo (FIN);Junior RAW Erőemelő Világbajnokság
Női;RAW;Junior;Guggolás;-43kg;Paranai Laura;Encsi Diáksport Egyesület;2003;42,65;57,5;2017.11.25-26;Kisbér;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Guggolás;-47kg;Draxler Ágnes;Hagyma Gym ZSE;1995;45,05;75,0;2018.10.06;Orosháza;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Guggolás;-52kg;Csatlós Klaudia;RKA Erőművek SE;1990;50,85;100,0;2013.09.14;Tab;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Guggolás;-57kg;Kékegyi Henriett;Orosházi Toldi SE;1993;56,20;100,0;2015.05.03;Tab;Junior RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Guggolás;-63kg;Rozsnyai-Kovács Aletta;Vasdisznó Erőemelő SE;1999;62,66;162,5;2021.09.27;Halmstad (SWE);Junior Raw Erőemelő Világbajnokság
Női;RAW;Junior;Guggolás;-69kg;Sallai Eszter;PowerBuilder SE;2001;68,40;160,0;2021.05.29;Budapest;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Guggolás;-76kg;Tóth Enikő;Erőtér SE;1998;74,30;155,0;2021.05.29;Budapest;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Guggolás;-84kg;Bilicz Laura;PowerBuilder SE;1997;78,80;167,5;2019.11.29-12.08;Kaunas (LTU);Junior RAW Erőemelő Európa Bajnokság
Női;RAW;Junior;Guggolás;84+kg;Köteles Mária;DEO Szeged;1992;144,01;190,0;2015.06.05-14;Salo (FIN);Junior RAW Erőemelő Világbajnokság
Női;RAW;Junior;Fekvenyomás;-43kg;Paranai Laura;Encsi Diáksport Egyesület;2003;42,65;35,0;2017.11.25-26;Budapest;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Fekvenyomás;-47kg;Somogyi Edina;Attila Fitness SE;1991;44,25;52,5;2014.05.16-18;Tab;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Fekvenyomás;-52kg;Csatlós Klaudia;RKA Erőművek SE;1990;50,85;60,0;2013.09.14;Tab;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Fekvenyomás;-57kg;Divják Janka;Kaposvári Cross-Forma;1998;55,70;82,5;2019.04.07;Székesfehérvár;II.o. Junior RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Fekvenyomás;-63kg;Rozsnyai-Kovács Aletta;Vasdisznó Erőemelő SE;1999;62,66;120,0;2021.09.27;Halmstad (SWE);Junior Raw Erőemelő Világbajnokság
Női;RAW;Junior;Fekvenyomás;-69kg;Sallai Eszter;PowerBuilder SE;2001;68,40;97,5;2021.05.29;Budapest;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Fekvenyomás;-76kg;Tóth Enikő;Erőtér SE;1998;74,30;80,5;2021.05.29;Budapest;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Fekvenyomás;-84kg;Bilicz Laura;PowerBuilder SE;1997;78,60;98,0;2019.06.22;Ászár;Junior RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Fekvenyomás;84+kg;Köteles Mária;DEO Szeged;1992;142,07;135,0;2015.03.21-28;Pilsen (CZE);Junior RAW Erőemelő Európa Bajnokság
Női;RAW;Junior;Felhúzás;-43kg;Paranai Laura;Encsi Diáksport Egyesület;2003;42,65;72,5;2017.11.25-26;Budapest;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Felhúzás;-47kg;Horváth Fanni;BEAC;1994;45,60;105,0;2017.04.30;Budapest;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Felhúzás;-52kg;Csatlós Klaudia;RKA Erőművek SE;1990;50,85;127,5;2013.09.14;Tab;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Felhúzás;-57kg;Bécsi Barbara;Marvel Team SE;2002;56,20;150,0;2021.05.29;Budapest;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Felhúzás;-63kg;Rozsnyai-Kovács Aletta;PowerBuilder SE;1999;62,66;180,0;2021.09.27;Halmstad (SWE);Junior Raw Erőemelő Világbajnokság
Női;RAW;Junior;Felhúzás;-69kg;Sallai Eszter;PowerBuilder SE;2001;68,40;180,0;2021.05.29;Budapest;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Felhúzás;-76kg;Tóth Enikő;Erőtér SE;1998;74,30;187,5;2021.05.29;Budapest;Junior Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Felhúzás;-84kg;Bilicz Laura;PowerBuilder SE;1997;78,60;162,5;2019.06.22;Ászár;Junior RAW Erőemelő Magyar Bajnokság
Női;RAW;Junior;Felhúzás;84+kg;Köteles Mária;DEO Szeged;1992;144,01;200,0;2015.06.05-14;Salo (FIN);Junior RAW Erőemelő Világbajnokság
Női;RAW;Masters 1;Összetett;-47kg;alaprekord;;;;200,0;2021.04.11;;
Női;RAW;Masters 1;Összetett;-52kg;Petróczki Magdolna;Body Power;1968;;385,0;2015.06.05-14;Salo (FIN);Masters RAW Erőemelő Világbajnokság
Női;RAW;Masters 1;Összetett;-57kg;Salamon Erika;Tabi Fitness Klub SE;1974;;289,0;2019.09.14;Sárbogárd;Masters RAW Erőemelő Magyar Bajnokság
Női;RAW;Masters 1;Összetett;-63kg;Dr. Kiss Anett;RKA Erőművek SE;1976;;382,5;2019.06.22;Ászár;Masters Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Masters 1;Összetett;-69kg;alaprekord;;;;320,0;2021.04.11;;
Női;RAW;Masters 1;Összetett;-76kg;alaprekord;;;;350,0;2021.04.11;;
Női;RAW;Masters 1;Összetett;-84kg;Bak Szilvia;Fortius SE;1971;82,95;400,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 1;Összetett;84+kg;Dr. Lombosi Melinda;RKA Erőművek SE;1978;132,36;539,5;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 1;Guggolás;-47kg;alaprekord;;;;60,0;2021.04.11;;
Női;RAW;Masters 1;Guggolás;-52kg;Petróczki Magdolna;Body Power;1968;51,59;140,0;2015.06.05-14;Salo (FIN);Masters RAW Erőemelő Világbajnokság
Női;RAW;Masters 1;Guggolás;-57kg;Salamon Erika;Tabi Fitness Klub SE;1974;56,10;83,0;2019.09.14;Sárbogárd;Masters RAW Erőemelő Magyar Bajnokság
Női;RAW;Masters 1;Guggolás;-63kg;Dr. Kiss Anett;RKA Erőművek SE;1976;62,07;137,5;2015.06.05-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 1;Guggolás;-69kg;alaprekord;;;;120,0;2021.04.11;;
Női;RAW;Masters 1;Guggolás;-76kg;Dr. Szabados Katalin Éva;Fortius SE;1975;73,30;137,5;2021.05.29;Budapest;Masters Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Masters 1;Guggolás;-84kg;Bak Szilvia;Fortius SE;1971;82,95;135,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 1;Guggolás;84+kg;Dr. Lombosi Melinda;RKA Erőművek SE;1978;132,36;203,0;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 1;Fekvenyomás;-47kg;alaprekord;;;;70,0;2011.01.01;;
Női;RAW;Masters 1;Fekvenyomás;-52kg;Nyers Mónika;Tabi Fitness Klub SE;1978;50,00;98,0;2021.05.29;Budapest;Masters Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Masters 1;Fekvenyomás;-57kg;Salamon Erika;Tabi Fitness Klub SE;1974;56,10;100,5;2019.09.14;Sárbogárd;Masters RAW Erőemelő Magyar Bajnokság
Női;RAW;Masters 1;Fekvenyomás;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,20;90,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 1;Fekvenyomás;-69kg;alaprekord;;;;85,0;2021.04.11;;
Női;RAW;Masters 1;Fekvenyomás;-76kg;alaprekord;;;;90,0;2021.04.11;;
Női;RAW;Masters 1;Fekvenyomás;-84kg;Bak Szilvia;Fortius SE;1971;83,50;90,0;2021.05.29;Budapest;Masters Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Masters 1;Fekvenyomás;84+kg;Dr. Lombosi Melinda;RKA Erőművek SE;1978;136,55;143,0;2018.11.24-12.02;Kaunas (LTU);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 1;Felhúzás;-47kg;alaprekord;;;;70,0;2021.04.11;;
Női;RAW;Masters 1;Felhúzás;-52kg;Petróczki Magdolna;Body Power;1968;51,59;165,0;2015.06.05-14;Salo (FIN);Masters RAW Erőemelő Világbajnokság
Női;RAW;Masters 1;Felhúzás;-57kg;Salamon Erika;Tabi Fitness Klub SE;1974;56,10;105,5;2019.09.14;Sárbogárd;Masters RAW Erőemelő Magyar Bajnokság
Női;RAW;Masters 1;Felhúzás;-63kg;Dr. Kiss Anett;RKA Erőművek SE;1976;62,70;177,5;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 1;Felhúzás;-69kg;alaprekord;;;;140,0;2021.04.11;;
Női;RAW;Masters 1;Felhúzás;-76kg;Dr. Szabados Katalin Éva;Fortius SE;1975;73,30;150,5;2021.05.29;Budapest;Masters Női RAW Erőemelő Magyar Bajnokság
Női;RAW;Masters 1;Felhúzás;-84kg;Bak Szilvia;Fortius SE;1971;82,95;175,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 1;Felhúzás;84+kg;Dr. Lombosi Melinda;RKA Erőművek SE;1978;137,00;192,5;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Összetett;-47kg;;;;;;;;
Női;RAW;Masters 2;Összetett;-52kg;Petróczki Magdolna;RKA Erőművek SE;1968;51,15;357,5;2018.03.06-11;Helsingborg, (SWE);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Összetett;-57kg;;;;;;;;
Női;RAW;Masters 2;Összetett;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,20;327,5;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Összetett;-69kg;;;;;;;;
Női;RAW;Masters 2;Összetett;-76kg;;;;;;;;
Női;RAW;Masters 2;Összetett;-84kg;Bak Szilvia;Fortius SE;1971;82,95;400,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Összetett;84+kg;Fazekas Andrea;Fortius SE;1966;103,69;350,0;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Guggolás;-47kg;;;;;;;;
Női;RAW;Masters 2;Guggolás;-52kg;Petróczki Magdolna;RKA Erőművek SE;1968;51,15;115,0;2018.03.06-11;Helsingborg, (SWE);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Guggolás;-57kg;;;;;;;;
Női;RAW;Masters 2;Guggolás;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,20;102,5;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Guggolás;-69kg;;;;;;;;
Női;RAW;Masters 2;Guggolás;-76kg;;;;;;;;
Női;RAW;Masters 2;Guggolás;-84kg;Bak Szilvia;Fortius SE;1971;82,95;135,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Guggolás;84+kg;Fazekas Andrea;Fortius SE;1966;103,69;122,5;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Fekvenyomás;-47kg;;;;;;;;
Női;RAW;Masters 2;Fekvenyomás;-52kg;Petróczki Magdolna;RKA Erőművek SE;1968;51,15;75,0;2018.03.06-11;Helsingborg, (SWE);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Fekvenyomás;-57kg;;;;;;;;
Női;RAW;Masters 2;Fekvenyomás;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,20;90,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Fekvenyomás;-69kg;;;;;;;;
Női;RAW;Masters 2;Fekvenyomás;-76kg;;;;;;;;
Női;RAW;Masters 2;Fekvenyomás;-84kg;Bak Szilvia;Fortius SE;1971;82,95;90,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Fekvenyomás;84+kg;Fazekas Andrea;Fortius SE;1966;103,69;75,0;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Felhúzás;-47kg;;;;;;;;
Női;RAW;Masters 2;Felhúzás;-52kg;Petróczki Magdolna;RKA Erőművek SE;1968;51,50;142,5;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Felhúzás;-57kg;;;;;;;;
Női;RAW;Masters 2;Felhúzás;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,20;135,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Felhúzás;-69kg;;;;;;;;
Női;RAW;Masters 2;Felhúzás;-76kg;;;;;;;;
Női;RAW;Masters 2;Felhúzás;-84kg;Bak Szilvia;Fortius SE;1971;82,95;175,0;2021.07.07-13;Pilsen (CZE);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 2;Felhúzás;84+kg;Fazekas Andrea;Fortius SE;1966;103,69;152,5;2020.03.09-14;Albi (FRA);Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 3;Összetett;-47kg;;;;;;;;
Női;RAW;Masters 3;Összetett;-52kg;;;;;;;;
Női;RAW;Masters 3;Összetett;-57kg;;;;;;;;
Női;RAW;Masters 3;Összetett;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,2;327,5;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 3;Összetett;-69kg;;;;;;;;
Női;RAW;Masters 3;Összetett;-76kg;;;;;;;;
Női;RAW;Masters 3;Összetett;-84kg;;;;;;;;
Női;RAW;Masters 3;Összetett;84+kg;;;;;;;;
Női;RAW;Masters 3;Guggolás;-47kg;;;;;;;;
Női;RAW;Masters 3;Guggolás;-52kg;;;;;;;;
Női;RAW;Masters 3;Guggolás;-57kg;;;;;;;;
Női;RAW;Masters 3;Guggolás;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,20;102,5;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 3;Guggolás;-69kg;;;;;;;;
Női;RAW;Masters 3;Guggolás;-76kg;;;;;;;;
Női;RAW;Masters 3;Guggolás;-84kg;;;;;;;;
Női;RAW;Masters 3;Guggolás;84+kg;;;;;;;;
Női;RAW;Masters 3;Fekvenyomás;-47kg;;;;;;;;
Női;RAW;Masters 3;Fekvenyomás;-52kg;;;;;;;;
Női;RAW;Masters 3;Fekvenyomás;-57kg;;;;;;;;
Női;RAW;Masters 3;Fekvenyomás;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,20;90,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 3;Fekvenyomás;-69kg;;;;;;;;
Női;RAW;Masters 3;Fekvenyomás;-76kg;;;;;;;;
Női;RAW;Masters 3;Fekvenyomás;-84kg;;;;;;;;
Női;RAW;Masters 3;Fekvenyomás;84+kg;;;;;;;;
Női;RAW;Masters 3;Felhúzás;-47kg;;;;;;;;
Női;RAW;Masters 3;Felhúzás;-52kg;;;;;;;;
Női;RAW;Masters 3;Felhúzás;-57kg;;;;;;;;
Női;RAW;Masters 3;Felhúzás;-63kg;Kosztin Flóra;Gyulai Atlasz SE;1955;60,20;135,0;2019.03.05-10;Győr;Masters RAW Erőemelő Európa Bajnokság
Női;RAW;Masters 3;Felhúzás;-69kg;;;;;;;;
Női;RAW;Masters 3;Felhúzás;-76kg;;;;;;;;
Női;RAW;Masters 3;Felhúzás;-84kg;;;;;;;;
Női;RAW;Masters 3;Felhúzás;84+kg;;;;;;;;
